variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
102,tendergreen-bush-bean,bean,8,,,,,April,May,June,August
102,tendergreen-bush-bean,bean,9,,,,,March,April,May,July
102,tendergreen-bush-bean,bean,10,,,,,February,April,May,June
102,tendergreen-bush-bean,bean,11,,,,,January,March,April,May
102,tendergreen-bush-bean,bean,12,,,,,January,March,April,May
102,tendergreen-bush-bean,bean,13,,,,,January,March,April,May
103,royal-burgundy-bush-bean,bean,1,,,,,July,August,September,August
103,royal-burgundy-bush-bean,bean,2,,,,,June,August,September,September
103,royal-burgundy-bush-bean,bean,3,,,,,June,July,August,October
103,royal-burgundy-bush-bean,bean,4,,,,,June,July,August,October
103,royal-burgundy-bush-bean,bean,5,,,,,May,June,August,September
103,royal-burgundy-bush-bean,bean,6,,,,,May,June,July,September
103,royal-burgundy-bush-bean,bean,7,,,,,April,June,July,August
103,royal-burgundy-bush-bean,bean,8,,,,,April,May,June,August
103,royal-burgundy-bush-bean,bean,9,,,,,March,April,May,July
103,royal-burgundy-bush-bean,bean,10,,,,,February,April,May,June
103,royal-burgundy-bush-bean,bean,11,,,,,January,March,April,May
103,royal-burgundy-bush-bean,bean,12,,,,,January,March,April,May
103,royal-burgundy-bush-bean,bean,13,,,,,January,March,April,May
104,haricot-vert-cornelia,bean,1,,,,,July,August,September,August
104,haricot-vert-cornelia,bean,2,,,,,June,August,September,September
104,haricot-vert-cornelia,bean,3,,,,,June,July,August,October
104,haricot-vert-cornelia,bean,4,,,,,June,July,August,October
104,haricot-vert-cornelia,bean,5,,,,,May,June,August,September
104,haricot-vert-cornelia,bean,6,,,,,May,June,July,September
104,haricot-vert-cornelia,bean,7,,,,,April,June,July,August
104,haricot-vert-cornelia,bean,8,,,,,April,May,June,August
104,haricot-vert-cornelia,bean,9,,,,,March,April,May,July
104,haricot-vert-cornelia,bean,10,,,,,February,April,May,June
104,haricot-vert-cornelia,bean,11,,,,,January,March,April,May
104,haricot-vert-cornelia,bean,12,,,,,January,March,April,May
104,haricot-vert-cornelia,bean,13,,,,,January,March,April,May
105,burpee-s-stringless-green-pod,bean,1,,,,,July,August,September,August
105,burpee-s-stringless-green-pod,bean,2,,,,,June,August,September,September
105,burpee-s-stringless-green-pod,bean,3,,,,,June,July,August,October
105,burpee-s-stringless-green-pod,bean,4,,,,,June,July,August,October
105,burpee-s-stringless-green-pod,bean,5,,,,,May,June,August,September
105,burpee-s-stringless-green-pod,bean,6,,,,,May,June,July,September
105,burpee-s-stringless-green-pod,bean,7,,,,,April,June,July,August
105,burpee-s-stringless-green-pod,bean,8,,,,,April,May,June,August
105,burpee-s-stringless-green-pod,bean,9,,,,,March,April,May,July
105,burpee-s-stringless-green-pod,bean,10,,,,,February,April,May,June
105,burpee-s-stringless-green-pod,bean,11,,,,,January,March,April,May
105,burpee-s-stringless-green-pod,bean,12,,,,,January,March,April,May
105,burpee-s-stringless-green-pod,bean,13,,,,,January,March,April,May
106,butternut-squash,squash,1,,,,,July,August,November,August
106,butternut-squash,squash,2,,,,,June,August,November,September
106,butternut-squash,squash,3,,,,,June,July,October,October
106,butternut-squash,squash,4,,,,,June,July,October,October
106,butternut-squash,squash,5,,,,,May,June,September,October
106,butternut-squash,squash,6,,,,,May,June,September,November
106,butternut-squash,squash,7,,,,,April,June,September,October
106,butternut-squash,squash,8,,,,,April,May,August,October
106,butternut-squash,squash,9,,,,,March,April,July,September
106,butternut-squash,squash,10,,,,,February,April,July,August
106,butternut-squash,squash,11,,,,,January,March,June,July
106,butternut-squash,squash,12,,,,,January,March,June,July
106,butternut-squash,squash,13,,,,,January,March,June,July
107,acorn-squash-table-queen,squash,1,,,,,July,August,November,August
107,acorn-squash-table-queen,squash,2,,,,,June,August,October,September
107,acorn-squash-table-queen,squash,3,,,,,June,July,October,October
107,acorn-squash-table-queen,squash,4,,,,,June,July,September,October
107,acorn-squash-table-queen,squash,5,,,,,May,June,September,October
107,acorn-squash-table-queen,squash,6,,,,,May,June,September,October
107,acorn-squash-table-queen,squash,7,,,,,April,June,August,October
107,acorn-squash-table-queen,squash,8,,,,,April,May,August,September
107,acorn-squash-table-queen,squash,9,,,,,March,April,July,August
107,acorn-squash-table-queen,squash,10,,,,,February,April,June,August
107,acorn-squash-table-queen,squash,11,,,,,January,March,May,July
107,acorn-squash-table-queen,squash,12,,,,,January,March,May,July
107,acorn-squash-table-queen,squash,13,,,,,January,March,May,July
108,delicata-squash,squash,1,,,,,July,August,November,August
108,delicata-squash,squash,2,,,,,June,August,October,September
108,delicata-squash,squash,3,,,,,June,July,October,October
108,delicata-squash,squash,4,,,,,June,July,October,October
108,delicata-squash,squash,5,,,,,May,June,September,October
108,delicata-squash,squash,6,,,,,May,June,September,October
108,delicata-squash,squash,7,,,,,April,June,August,October
108,delicata-squash,squash,8,,,,,April,May,August,September
108,delicata-squash,squash,9,,,,,March,April,July,August
108,delicata-squash,squash,10,,,,,February,April,June,August
108,delicata-squash,squash,11,,,,,January,March,May,July
108,delicata-squash,squash,12,,,,,January,March,May,July
108,delicata-squash,squash,13,,,,,January,March,May,July
110,spaghetti-squash,squash,1,,,,,July,August,October,August
110,spaghetti-squash,squash,2,,,,,June,August,October,September
110,spaghetti-squash,squash,3,,,,,June,July,September,October
110,spaghetti-squash,squash,4,,,,,June,July,September,October
110,spaghetti-squash,squash,5,,,,,May,June,September,October
110,spaghetti-squash,squash,6,,,,,May,June,August,October
110,spaghetti-squash,squash,7,,,,,April,June,August,September
110,spaghetti-squash,squash,8,,,,,April,May,July,September
110,spaghetti-squash,squash,9,,,,,March,April,June,August
110,spaghetti-squash,squash,10,,,,,February,April,June,July
110,spaghetti-squash,squash,11,,,,,January,March,May,June
110,spaghetti-squash,squash,12,,,,,January,March,May,June
110,spaghetti-squash,squash,13,,,,,January,March,May,June
111,black-beauty-zucchini,squash,1,,,,,July,August,November,August
111,black-beauty-zucchini,squash,2,,,,,June,August,October,September
111,black-beauty-zucchini,squash,3,,,,,June,July,August,October
111,black-beauty-zucchini,squash,4,,,,,June,July,August,October
111,black-beauty-zucchini,squash,5,,,,,May,June,August,September
111,black-beauty-zucchini,squash,6,,,,,May,June,July,September
111,black-beauty-zucchini,squash,7,,,,,April,June,July,August
111,black-beauty-zucchini,squash,8,,,,,April,May,June,August
111,black-beauty-zucchini,squash,9,,,,,March,April,May,July
111,black-beauty-zucchini,squash,10,,,,,February,April,May,June
111,black-beauty-zucchini,squash,11,,,,,January,March,May,July
111,black-beauty-zucchini,squash,12,,,,,January,March,May,July
111,black-beauty-zucchini,squash,13,,,,,January,March,May,July
112,hubbard-blue-squash,squash,1,,,,,July,August,November,August
112,hubbard-blue-squash,squash,2,,,,,June,August,November,September
112,hubbard-blue-squash,squash,3,,,,,June,July,October,October
112,hubbard-blue-squash,squash,4,,,,,June,July,October,October
112,hubbard-blue-squash,squash,5,,,,,May,June,October,October
112,hubbard-blue-squash,squash,6,,,,,May,June,September,November
112,hubbard-blue-squash,squash,7,,,,,April,June,September,October
112,hubbard-blue-squash,squash,8,,,,,April,May,August,October
112,hubbard-blue-squash,squash,9,,,,,March,April,July,September
112,hubbard-blue-squash,squash,10,,,,,February,April,July,August
112,hubbard-blue-squash,squash,11,,,,,January,March,June,July
112,hubbard-blue-squash,squash,12,,,,,January,March,June,July
112,hubbard-blue-squash,squash,13,,,,,January,March,June,July
113,pattypan-squash-sunburst,squash,1,,,,,July,August,September,August
113,pattypan-squash-sunburst,squash,2,,,,,June,August,September,September
113,pattypan-squash-sunburst,squash,3,,,,,June,July,August,October
113,pattypan-squash-sunburst,squash,4,,,,,June,July,August,October
113,pattypan-squash-sunburst,squash,5,,,,,May,June,August,September
113,pattypan-squash-sunburst,squash,6,,,,,May,June,July,September
113,pattypan-squash-sunburst,squash,7,,,,,April,June,July,August
113,pattypan-squash-sunburst,squash,8,,,,,April,May,June,August
113,pattypan-squash-sunburst,squash,9,,,,,March,April,May,July
113,pattypan-squash-sunburst,squash,10,,,,,February,April,May,June
113,pattypan-squash-sunburst,squash,11,,,,,January,March,April,May
113,pattypan-squash-sunburst,squash,12,,,,,January,March,April,May
113,pattypan-squash-sunburst,squash,13,,,,,January,March,April,May
114,honeynut-squash,squash,1,,,,,July,August,November,August
114,honeynut-squash,squash,2,,,,,June,August,November,September
114,honeynut-squash,squash,3,,,,,June,July,October,October
114,honeynut-squash,squash,4,,,,,June,July,October,October
114,honeynut-squash,squash,5,,,,,May,June,October,October
114,honeynut-squash,squash,6,,,,,May,June,September,November
114,honeynut-squash,squash,7,,,,,April,June,September,October
114,honeynut-squash,squash,8,,,,,April,May,August,October
114,honeynut-squash,squash,9,,,,,March,April,July,September
114,honeynut-squash,squash,10,,,,,February,April,July,August
114,honeynut-squash,squash,11,,,,,January,March,June,July
114,honeynut-squash,squash,12,,,,,January,March,June,July
114,honeynut-squash,squash,13,,,,,January,March,June,July
117,table-king-bush-acorn-squash,squash,1,,,,,July,August,November,August
117,table-king-bush-acorn-squash,squash,2,,,,,June,August,October,September
117,table-king-bush-acorn-squash,squash,3,,,,,June,July,October,October
117,table-king-bush-acorn-squash,squash,4,,,,,June,July,September,October
117,table-king-bush-acorn-squash,squash,5,,,,,May,June,September,October
117,table-king-bush-acorn-squash,squash,6,,,,,May,June,September,October
117,table-king-bush-acorn-squash,squash,7,,,,,April,June,August,October
117,table-king-bush-acorn-squash,squash,8,,,,,April,May,August,September
117,table-king-bush-acorn-squash,squash,9,,,,,March,April,July,August
117,table-king-bush-acorn-squash,squash,10,,,,,February,April,June,August
117,table-king-bush-acorn-squash,squash,11,,,,,January,March,May,July
117,table-king-bush-acorn-squash,squash,12,,,,,January,March,May,July
117,table-king-bush-acorn-squash,squash,13,,,,,January,March,May,July
118,cocozelle-italian-heirloom-zucchini,squash,1,,,,,July,August,October,August
118,cocozelle-italian-heirloom-zucchini,squash,2,,,,,June,August,September,September
118,cocozelle-italian-heirloom-zucchini,squash,3,,,,,June,July,September,October
118,cocozelle-italian-heirloom-zucchini,squash,4,,,,,June,July,August,October
118,cocozelle-italian-heirloom-zucchini,squash,5,,,,,May,June,August,September
118,cocozelle-italian-heirloom-zucchini,squash,6,,,,,May,June,August,September
118,cocozelle-italian-heirloom-zucchini,squash,7,,,,,April,June,July,September
118,cocozelle-italian-heirloom-zucchini,squash,8,,,,,April,May,July,August
118,cocozelle-italian-heirloom-zucchini,squash,9,,,,,March,April,June,July
118,cocozelle-italian-heirloom-zucchini,squash,10,,,,,February,April,May,July
118,cocozelle-italian-heirloom-zucchini,squash,11,,,,,January,March,April,June
118,cocozelle-italian-heirloom-zucchini,squash,12,,,,,January,March,April,June
118,cocozelle-italian-heirloom-zucchini,squash,13,,,,,January,March,April,June
119,burgess-buttercup-squash,squash,1,,,,,July,August,November,August
119,burgess-buttercup-squash,squash,2,,,,,June,August,November,September
119,burgess-buttercup-squash,squash,3,,,,,June,July,October,October
119,burgess-buttercup-squash,squash,4,,,,,June,July,October,October
119,burgess-buttercup-squash,squash,5,,,,,May,June,September,October
119,burgess-buttercup-squash,squash,6,,,,,May,June,September,November
119,burgess-buttercup-squash,squash,7,,,,,April,June,September,October
119,burgess-buttercup-squash,squash,8,,,,,April,May,August,October
119,burgess-buttercup-squash,squash,9,,,,,March,April,July,September
119,burgess-buttercup-squash,squash,10,,,,,February,April,July,August
119,burgess-buttercup-squash,squash,11,,,,,January,March,June,July
119,burgess-buttercup-squash,squash,12,,,,,January,March,June,July
119,burgess-buttercup-squash,squash,13,,,,,January,March,June,July
120,waltham-butternut-squash,squash,1,,,,,July,August,November,August
120,waltham-butternut-squash,squash,2,,,,,June,August,November,September
120,waltham-butternut-squash,squash,3,,,,,June,July,October,October
120,waltham-butternut-squash,squash,4,,,,,June,July,October,October
120,waltham-butternut-squash,squash,5,,,,,May,June,September,October
120,waltham-butternut-squash,squash,6,,,,,May,June,September,November
120,waltham-butternut-squash,squash,7,,,,,April,June,September,October
120,waltham-butternut-squash,squash,8,,,,,April,May,August,October
120,waltham-butternut-squash,squash,9,,,,,March,April,July,September
120,waltham-butternut-squash,squash,10,,,,,February,April,July,August
120,waltham-butternut-squash,squash,11,,,,,January,March,June,July
120,waltham-butternut-squash,squash,12,,,,,January,March,June,July
120,waltham-butternut-squash,squash,13,,,,,January,March,June,July
121,sugar-pie-pumpkin,squash,1,,,,,July,August,November,August
121,sugar-pie-pumpkin,squash,2,,,,,June,August,November,September
121,sugar-pie-pumpkin,squash,3,,,,,June,July,October,October
121,sugar-pie-pumpkin,squash,4,,,,,June,July,October,October
121,sugar-pie-pumpkin,squash,5,,,,,May,June,September,October
121,sugar-pie-pumpkin,squash,6,,,,,May,June,September,November
121,sugar-pie-pumpkin,squash,7,,,,,April,June,September,October
121,sugar-pie-pumpkin,squash,8,,,,,April,May,August,October
121,sugar-pie-pumpkin,squash,9,,,,,March,April,July,September
121,sugar-pie-pumpkin,squash,10,,,,,February,April,July,August
121,sugar-pie-pumpkin,squash,11,,,,,January,March,June,July
121,sugar-pie-pumpkin,squash,12,,,,,January,March,June,July
121,sugar-pie-pumpkin,squash,13,,,,,January,March,June,July
122,kabocha-winter-squash,squash,1,,,,,July,August,November,August
122,kabocha-winter-squash,squash,2,,,,,June,August,October,September
122,kabocha-winter-squash,squash,3,,,,,June,July,October,October
122,kabocha-winter-squash,squash,4,,,,,June,July,October,October
122,kabocha-winter-squash,squash,5,,,,,May,June,September,October
122,kabocha-winter-squash,squash,6,,,,,May,June,September,October
122,kabocha-winter-squash,squash,7,,,,,April,June,August,October
122,kabocha-winter-squash,squash,8,,,,,April,May,August,September
122,kabocha-winter-squash,squash,9,,,,,March,April,July,August
122,kabocha-winter-squash,squash,10,,,,,February,April,June,August
122,kabocha-winter-squash,squash,11,,,,,January,March,May,July
122,kabocha-winter-squash,squash,12,,,,,January,March,May,July
122,kabocha-winter-squash,squash,13,,,,,January,March,May,July
123,yellow-straightneck-zucchini,squash,1,,,,,July,August,September,August
123,yellow-straightneck-zucchini,squash,2,,,,,June,August,September,September
123,yellow-straightneck-zucchini,squash,3,,,,,June,July,August,October
123,yellow-straightneck-zucchini,squash,4,,,,,June,July,August,October
123,yellow-straightneck-zucchini,squash,5,,,,,May,June,August,September
123,yellow-straightneck-zucchini,squash,6,,,,,May,June,July,September
123,yellow-straightneck-zucchini,squash,7,,,,,April,June,July,August
123,yellow-straightneck-zucchini,squash,8,,,,,April,May,June,August
123,yellow-straightneck-zucchini,squash,9,,,,,March,April,May,July
123,yellow-straightneck-zucchini,squash,10,,,,,February,April,May,June
123,yellow-straightneck-zucchini,squash,11,,,,,January,March,April,May
123,yellow-straightneck-zucchini,squash,12,,,,,January,March,April,May
123,yellow-straightneck-zucchini,squash,13,,,,,January,March,April,May
124,carnival-acorn-squash,squash,1,,,,,July,August,November,August
124,carnival-acorn-squash,squash,2,,,,,June,August,November,September
124,carnival-acorn-squash,squash,3,,,,,June,July,October,October
124,carnival-acorn-squash,squash,4,,,,,June,July,October,October
124,carnival-acorn-squash,squash,5,,,,,May,June,September,October
124,carnival-acorn-squash,squash,6,,,,,May,June,September,November
124,carnival-acorn-squash,squash,7,,,,,April,June,September,October
124,carnival-acorn-squash,squash,8,,,,,April,May,August,October
124,carnival-acorn-squash,squash,9,,,,,March,April,July,September
124,carnival-acorn-squash,squash,10,,,,,February,April,July,August
124,carnival-acorn-squash,squash,11,,,,,January,March,June,July
124,carnival-acorn-squash,squash,12,,,,,January,March,June,July
124,carnival-acorn-squash,squash,13,,,,,January,March,June,July
127,chantenay-red-core-carrot,root-vegetable,1,,,,,June,July,August,September
127,chantenay-red-core-carrot,root-vegetable,2,,,,,May,July,July,September
127,chantenay-red-core-carrot,root-vegetable,3,,,,,May,June,July,October
127,chantenay-red-core-carrot,root-vegetable,4,,,,,April,June,July,October
127,chantenay-red-core-carrot,root-vegetable,5,,,,,April,May,June,November
127,chantenay-red-core-carrot,root-vegetable,6,,,,,April,May,June,November
127,chantenay-red-core-carrot,root-vegetable,7,,,,,March,May,May,November
127,chantenay-red-core-carrot,root-vegetable,8,,,,,March,April,May,December
127,chantenay-red-core-carrot,root-vegetable,9,,,,,February,March,April,December
127,chantenay-red-core-carrot,root-vegetable,10,,,,,January,March,March,December
127,chantenay-red-core-carrot,root-vegetable,11,,,,,January,February,February,December
127,chantenay-red-core-carrot,root-vegetable,12,,,,,January,February,February,December
127,chantenay-red-core-carrot,root-vegetable,13,,,,,January,February,February,December
128,watermelon-radish,root-vegetable,1,,,,,June,July,September,September
128,watermelon-radish,root-vegetable,2,,,,,May,July,August,September
128,watermelon-radish,root-vegetable,3,,,,,May,June,August,October
128,watermelon-radish,root-vegetable,4,,,,,April,June,July,October
128,watermelon-radish,root-vegetable,5,,,,,April,May,July,November
128,watermelon-radish,root-vegetable,6,,,,,April,May,July,November
128,watermelon-radish,root-vegetable,7,,,,,March,May,June,November
128,watermelon-radish,root-vegetable,8,,,,,March,April,June,December
128,watermelon-radish,root-vegetable,9,,,,,February,March,May,December
128,watermelon-radish,root-vegetable,10,,,,,January,March,April,December
128,watermelon-radish,root-vegetable,11,,,,,January,February,March,December
128,watermelon-radish,root-vegetable,12,,,,,January,February,March,December
128,watermelon-radish,root-vegetable,13,,,,,January,February,March,December
129,hakurei-turnip,root-vegetable,1,,,,,June,July,July,September
129,hakurei-turnip,root-vegetable,2,,,,,May,July,June,September
129,hakurei-turnip,root-vegetable,3,,,,,May,June,June,October
129,hakurei-turnip,root-vegetable,4,,,,,April,June,June,October
129,hakurei-turnip,root-vegetable,5,,,,,April,May,May,November
129,hakurei-turnip,root-vegetable,6,,,,,April,May,May,November
129,hakurei-turnip,root-vegetable,7,,,,,March,May,April,November
129,hakurei-turnip,root-vegetable,8,,,,,March,April,April,December
129,hakurei-turnip,root-vegetable,9,,,,,February,March,March,December
129,hakurei-turnip,root-vegetable,10,,,,,January,March,February,December
129,hakurei-turnip,root-vegetable,11,,,,,January,February,January,December
129,hakurei-turnip,root-vegetable,12,,,,,January,February,January,December
129,hakurei-turnip,root-vegetable,13,,,,,January,February,January,December
131,scarlet-nantes-carrot,root-vegetable,1,,,,,June,July,August,September
131,scarlet-nantes-carrot,root-vegetable,2,,,,,May,July,July,September
131,scarlet-nantes-carrot,root-vegetable,3,,,,,May,June,July,October
131,scarlet-nantes-carrot,root-vegetable,4,,,,,April,June,July,October
131,scarlet-nantes-carrot,root-vegetable,5,,,,,April,May,June,November
131,scarlet-nantes-carrot,root-vegetable,6,,,,,April,May,June,November
131,scarlet-nantes-carrot,root-vegetable,7,,,,,March,May,May,November
131,scarlet-nantes-carrot,root-vegetable,8,,,,,March,April,May,December
131,scarlet-nantes-carrot,root-vegetable,9,,,,,February,March,April,December
131,scarlet-nantes-carrot,root-vegetable,10,,,,,January,March,March,December
131,scarlet-nantes-carrot,root-vegetable,11,,,,,January,February,February,December
131,scarlet-nantes-carrot,root-vegetable,12,,,,,January,February,February,December
131,scarlet-nantes-carrot,root-vegetable,13,,,,,January,February,February,December
132,red-ace-beet,root-vegetable,1,,,,,June,July,July,September
132,red-ace-beet,root-vegetable,2,,,,,May,July,July,September
132,red-ace-beet,root-vegetable,3,,,,,May,June,June,October
132,red-ace-beet,root-vegetable,4,,,,,April,June,June,October
132,red-ace-beet,root-vegetable,5,,,,,April,May,June,November
132,red-ace-beet,root-vegetable,6,,,,,April,May,May,November
132,red-ace-beet,root-vegetable,7,,,,,March,May,May,November
132,red-ace-beet,root-vegetable,8,,,,,March,April,April,December
132,red-ace-beet,root-vegetable,9,,,,,February,March,March,December
132,red-ace-beet,root-vegetable,10,,,,,January,March,March,December
132,red-ace-beet,root-vegetable,11,,,,,January,February,February,December
132,red-ace-beet,root-vegetable,12,,,,,January,February,February,December
132,red-ace-beet,root-vegetable,13,,,,,January,February,February,December
133,french-breakfast-radish,root-vegetable,1,,,,,June,July,June,September
133,french-breakfast-radish,root-vegetable,2,,,,,May,July,June,September
133,french-breakfast-radish,root-vegetable,3,,,,,May,June,May,October
133,french-breakfast-radish,root-vegetable,4,,,,,April,June,May,October
133,french-breakfast-radish,root-vegetable,5,,,,,April,May,May,November
133,french-breakfast-radish,root-vegetable,6,,,,,April,May,April,November
133,french-breakfast-radish,root-vegetable,7,,,,,March,May,April,November
133,french-breakfast-radish,root-vegetable,8,,,,,March,April,March,December
133,french-breakfast-radish,root-vegetable,9,,,,,February,March,February,December
133,french-breakfast-radish,root-vegetable,10,,,,,January,March,February,December
133,french-breakfast-radish,root-vegetable,11,,,,,January,February,January,December
133,french-breakfast-radish,root-vegetable,12,,,,,January,February,January,December
133,french-breakfast-radish,root-vegetable,13,,,,,January,February,January,December
134,purple-top-white-globe-turnip,root-vegetable,1,,,,,June,July,July,September
134,purple-top-white-globe-turnip,root-vegetable,2,,,,,May,July,July,September
134,purple-top-white-globe-turnip,root-vegetable,3,,,,,May,June,June,October
134,purple-top-white-globe-turnip,root-vegetable,4,,,,,April,June,June,October
134,purple-top-white-globe-turnip,root-vegetable,5,,,,,April,May,June,November
134,purple-top-white-globe-turnip,root-vegetable,6,,,,,April,May,May,November
134,purple-top-white-globe-turnip,root-vegetable,7,,,,,March,May,May,November
134,purple-top-white-globe-turnip,root-vegetable,8,,,,,March,April,April,December
134,purple-top-white-globe-turnip,root-vegetable,9,,,,,February,March,March,December
134,purple-top-white-globe-turnip,root-vegetable,10,,,,,January,March,March,December
134,purple-top-white-globe-turnip,root-vegetable,11,,,,,January,February,February,December
134,purple-top-white-globe-turnip,root-vegetable,12,,,,,January,February,February,December
134,purple-top-white-globe-turnip,root-vegetable,13,,,,,January,February,February,December
135,chioggia-beet,root-vegetable,1,,,,,June,July,July,September
135,chioggia-beet,root-vegetable,2,,,,,May,July,July,September
135,chioggia-beet,root-vegetable,3,,,,,May,June,June,October
135,chioggia-beet,root-vegetable,4,,,,,April,June,June,October
135,chioggia-beet,root-vegetable,5,,,,,April,May,June,November
135,chioggia-beet,root-vegetable,6,,,,,April,May,May,November
135,chioggia-beet,root-vegetable,7,,,,,March,May,May,November
135,chioggia-beet,root-vegetable,8,,,,,March,April,April,December
135,chioggia-beet,root-vegetable,9,,,,,February,March,March,December
135,chioggia-beet,root-vegetable,10,,,,,January,March,March,December
135,chioggia-beet,root-vegetable,11,,,,,January,February,February,December
135,chioggia-beet,root-vegetable,12,,,,,January,February,February,December
135,chioggia-beet,root-vegetable,13,,,,,January,February,February,December
136,paris-market-carrot,root-vegetable,1,,,,,June,July,July,September
136,paris-market-carrot,root-vegetable,2,,,,,May,July,July,September
136,paris-market-carrot,root-vegetable,3,,,,,May,June,June,October
136,paris-market-carrot,root-vegetable,4,,,,,April,June,June,October
136,paris-market-carrot,root-vegetable,5,,,,,April,May,June,November
136,paris-market-carrot,root-vegetable,6,,,,,April,May,May,November
136,paris-market-carrot,root-vegetable,7,,,,,March,May,May,November
136,paris-market-carrot,root-vegetable,8,,,,,March,April,April,December
136,paris-market-carrot,root-vegetable,9,,,,,February,March,March,December
136,paris-market-carrot,root-vegetable,10,,,,,January,March,March,December
136,paris-market-carrot,root-vegetable,11,,,,,January,February,February,December
136,paris-market-carrot,root-vegetable,12,,,,,January,February,February,December
136,paris-market-carrot,root-vegetable,13,,,,,January,February,February,December
137,purple-daikon-radish,root-vegetable,1,,,,,June,July,August,September
137,purple-daikon-radish,root-vegetable,2,,,,,May,July,July,September
137,purple-daikon-radish,root-vegetable,3,,,,,May,June,July,October
137,purple-daikon-radish,root-vegetable,4,,,,,April,June,June,October
137,purple-daikon-radish,root-vegetable,5,,,,,April,May,June,November
137,purple-daikon-radish,root-vegetable,6,,,,,April,May,June,November
137,purple-daikon-radish,root-vegetable,7,,,,,March,May,May,November
137,purple-daikon-radish,root-vegetable,8,,,,,March,April,May,December
137,purple-daikon-radish,root-vegetable,9,,,,,February,March,April,December
137,purple-daikon-radish,root-vegetable,10,,,,,January,March,March,December
137,purple-daikon-radish,root-vegetable,11,,,,,January,February,February,December
137,purple-daikon-radish,root-vegetable,12,,,,,January,February,February,December
137,purple-daikon-radish,root-vegetable,13,,,,,January,February,February,December
139,nelson-carrot,root-vegetable,1,,,,,June,July,June,September
139,nelson-carrot,root-vegetable,2,,,,,May,July,June,September
139,nelson-carrot,root-vegetable,3,,,,,May,June,May,October
139,nelson-carrot,root-vegetable,4,,,,,April,June,May,October
139,nelson-carrot,root-vegetable,5,,,,,April,May,May,November
139,nelson-carrot,root-vegetable,6,,,,,April,May,April,November
139,nelson-carrot,root-vegetable,7,,,,,March,May,April,November
139,nelson-carrot,root-vegetable,8,,,,,March,April,March,December
139,nelson-carrot,root-vegetable,9,,,,,February,March,February,December
139,nelson-carrot,root-vegetable,10,,,,,January,March,February,December
139,nelson-carrot,root-vegetable,11,,,,,January,February,January,December
139,nelson-carrot,root-vegetable,12,,,,,January,February,January,December
139,nelson-carrot,root-vegetable,13,,,,,January,February,January,December
140,golden-beet,root-vegetable,1,,,,,June,July,August,September
140,golden-beet,root-vegetable,2,,,,,May,July,August,September
140,golden-beet,root-vegetable,3,,,,,May,June,July,October
140,golden-beet,root-vegetable,4,,,,,April,June,July,October
140,golden-beet,root-vegetable,5,,,,,April,May,July,November
140,golden-beet,root-vegetable,6,,,,,April,May,June,November
140,golden-beet,root-vegetable,7,,,,,March,May,June,November
140,golden-beet,root-vegetable,8,,,,,March,April,May,December
140,golden-beet,root-vegetable,9,,,,,February,March,April,December
140,golden-beet,root-vegetable,10,,,,,January,March,April,December
140,golden-beet,root-vegetable,11,,,,,January,February,March,December
140,golden-beet,root-vegetable,12,,,,,January,February,March,December
140,golden-beet,root-vegetable,13,,,,,January,February,March,December
141,danvers-half-long-carrot,root-vegetable,1,,,,,June,July,August,September
141,danvers-half-long-carrot,root-vegetable,2,,,,,May,July,July,September
141,danvers-half-long-carrot,root-vegetable,3,,,,,May,June,July,October
141,danvers-half-long-carrot,root-vegetable,4,,,,,April,June,July,October
141,danvers-half-long-carrot,root-vegetable,5,,,,,April,May,June,November
141,danvers-half-long-carrot,root-vegetable,6,,,,,April,May,June,November
141,danvers-half-long-carrot,root-vegetable,7,,,,,March,May,May,November
141,danvers-half-long-carrot,root-vegetable,8,,,,,March,April,May,December
141,danvers-half-long-carrot,root-vegetable,9,,,,,February,March,April,December
141,danvers-half-long-carrot,root-vegetable,10,,,,,January,March,March,December
141,danvers-half-long-carrot,root-vegetable,11,,,,,January,February,February,December
141,danvers-half-long-carrot,root-vegetable,12,,,,,January,February,February,December
141,danvers-half-long-carrot,root-vegetable,13,,,,,January,February,February,December
142,purple-plum-radish,root-vegetable,1,,,,,June,July,June,September
142,purple-plum-radish,root-vegetable,2,,,,,May,July,June,September
142,purple-plum-radish,root-vegetable,3,,,,,May,June,May,October
142,purple-plum-radish,root-vegetable,4,,,,,April,June,May,October
142,purple-plum-radish,root-vegetable,5,,,,,April,May,May,November
142,purple-plum-radish,root-vegetable,6,,,,,April,May,April,November
142,purple-plum-radish,root-vegetable,7,,,,,March,May,April,November
142,purple-plum-radish,root-vegetable,8,,,,,March,April,March,December
142,purple-plum-radish,root-vegetable,9,,,,,February,March,February,December
142,purple-plum-radish,root-vegetable,10,,,,,January,March,February,December
142,purple-plum-radish,root-vegetable,11,,,,,January,February,January,December
142,purple-plum-radish,root-vegetable,12,,,,,January,February,January,December
142,purple-plum-radish,root-vegetable,13,,,,,January,February,January,December
143,bolero-carrot,root-vegetable,1,,,,,June,July,August,September
143,bolero-carrot,root-vegetable,2,,,,,May,July,August,September
143,bolero-carrot,root-vegetable,3,,,,,May,June,July,October
143,bolero-carrot,root-vegetable,4,,,,,April,June,July,October
143,bolero-carrot,root-vegetable,5,,,,,April,May,June,November
